data,hora,ANO_ELEICAO,eleicao,SIGLA_UF,uf_2,nome_uf,x8,cargo,vagas
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PB,PB,PARAÍBA,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PB,PB,PARAÍBA,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PE,PE,PERNAMBUCO,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PE,PE,PERNAMBUCO,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PE,PE,PERNAMBUCO,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PE,PE,PERNAMBUCO,6,DEPUTADO FEDERAL,25
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PE,PE,PERNAMBUCO,7,DEPUTADO ESTADUAL,49
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PE,PE,PERNAMBUCO,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PE,PE,PERNAMBUCO,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PI,PI,PIAUÍ,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PI,PI,PIAUÍ,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PI,PI,PIAUÍ,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PI,PI,PIAUÍ,6,DEPUTADO FEDERAL,10
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PI,PI,PIAUÍ,7,DEPUTADO ESTADUAL,30
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PI,PI,PIAUÍ,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PI,PI,PIAUÍ,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PR,PR,PARANÁ,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PR,PR,PARANÁ,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PR,PR,PARANÁ,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PR,PR,PARANÁ,6,DEPUTADO FEDERAL,30
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PR,PR,PARANÁ,7,DEPUTADO ESTADUAL,54
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PR,PR,PARANÁ,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,PR,PR,PARANÁ,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RJ,RJ,RIO DE JANEIRO,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RJ,RJ,RIO DE JANEIRO,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RJ,RJ,RIO DE JANEIRO,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RJ,RJ,RIO DE JANEIRO,6,DEPUTADO FEDERAL,46
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RJ,RJ,RIO DE JANEIRO,7,DEPUTADO ESTADUAL,70
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RJ,RJ,RIO DE JANEIRO,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RJ,RJ,RIO DE JANEIRO,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RN,RN,RIO GRANDE DO NORTE,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RN,RN,RIO GRANDE DO NORTE,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RN,RN,RIO GRANDE DO NORTE,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RN,RN,RIO GRANDE DO NORTE,6,DEPUTADO FEDERAL,8
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RN,RN,RIO GRANDE DO NORTE,7,DEPUTADO ESTADUAL,24
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RN,RN,RIO GRANDE DO NORTE,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RN,RN,RIO GRANDE DO NORTE,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RO,RO,RONDÔNIA,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RO,RO,RONDÔNIA,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RO,RO,RONDÔNIA,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RO,RO,RONDÔNIA,6,DEPUTADO FEDERAL,8
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RO,RO,RONDÔNIA,7,DEPUTADO ESTADUAL,24
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RO,RO,RONDÔNIA,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RO,RO,RONDÔNIA,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RR,RR,RORAIMA,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RR,RR,RORAIMA,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RR,RR,RORAIMA,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RR,RR,RORAIMA,6,DEPUTADO FEDERAL,8
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RR,RR,RORAIMA,7,DEPUTADO ESTADUAL,24
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RR,RR,RORAIMA,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RR,RR,RORAIMA,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RS,RS,RIO GRANDE DO SUL,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RS,RS,RIO GRANDE DO SUL,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RS,RS,RIO GRANDE DO SUL,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RS,RS,RIO GRANDE DO SUL,6,DEPUTADO FEDERAL,31
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RS,RS,RIO GRANDE DO SUL,7,DEPUTADO ESTADUAL,55
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RS,RS,RIO GRANDE DO SUL,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,RS,RS,RIO GRANDE DO SUL,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SC,SC,SANTA CATARINA,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SC,SC,SANTA CATARINA,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SC,SC,SANTA CATARINA,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SC,SC,SANTA CATARINA,6,DEPUTADO FEDERAL,16
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SC,SC,SANTA CATARINA,7,DEPUTADO ESTADUAL,40
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SC,SC,SANTA CATARINA,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SC,SC,SANTA CATARINA,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SE,SE,SERGIPE,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SE,SE,SERGIPE,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SE,SE,SERGIPE,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SE,SE,SERGIPE,6,DEPUTADO FEDERAL,8
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SE,SE,SERGIPE,7,DEPUTADO ESTADUAL,24
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SE,SE,SERGIPE,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SE,SE,SERGIPE,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SP,SP,SÃO PAULO,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SP,SP,SÃO PAULO,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SP,SP,SÃO PAULO,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SP,SP,SÃO PAULO,6,DEPUTADO FEDERAL,70
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SP,SP,SÃO PAULO,7,DEPUTADO ESTADUAL,94
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SP,SP,SÃO PAULO,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,SP,SP,SÃO PAULO,10,2º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,TO,TO,TOCANTINS,3,GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,TO,TO,TOCANTINS,4,VICE-GOVERNADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,TO,TO,TOCANTINS,5,SENADOR,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,TO,TO,TOCANTINS,6,DEPUTADO FEDERAL,8
11/03/2018,03:02:46,2014,Eleições Gerais 2014,TO,TO,TOCANTINS,7,DEPUTADO ESTADUAL,24
11/03/2018,03:02:46,2014,Eleições Gerais 2014,TO,TO,TOCANTINS,9,1º SUPLENTE,1
11/03/2018,03:02:46,2014,Eleições Gerais 2014,TO,TO,TOCANTINS,10,2º SUPLENTE,1
